TransactionID,Date,Amount,Type,Sender,Receiver,Location,Device,FraudLabel,Risk
TXN001532,2025-10-01 23:27:14.159082,22397,Recharge,Anjali Verma,Sunita Das,Vijayawada,iOS,0,Low
TXN001533,2025-10-04 08:22:14.159082,19641,Shopping,Manish Tiwari,Suresh Yadav,Pune,Android,0,Low
TXN001534,2025-10-04 17:11:14.159082,29021,QR Code Payments,Vijay Rao,Aakash Choudhary,Pune,Android,0,Low
TXN001535,2025-10-04 19:47:14.159082,16874,P2P,Suresh Yadav,Suresh Yadav,Vadodara,Android,0,Low
TXN001536,2025-10-01 20:23:14.159082,44913,Shopping,Deepak Malhotra,Suresh Yadav,Madurai,Android,0,Low
TXN001537,2025-10-05 06:06:14.159082,37298,Recharge,Neha Sharma,Amit Patel,Jaipur,iOS,0,Medium
TXN001538,2025-10-07 22:23:14.159082,8920,Subscription Payments,Manish Tiwari,Vijay Rao,Nashik,iOS,0,Low
TXN001539,2025-10-07 20:35:14.159082,24170,Bill Payment,Sunita Das,Sneha Iyer,Mumbai,iOS,0,Low
TXN001540,2025-10-07 03:14:14.159082,4332,Shopping,Sunita Das,Anita Sinha,Patna,Android,0,Low
TXN001541,2025-10-01 15:24:14.159082,11222,Shopping,Anita Sinha,Vikram Joshi,Coimbatore,Android,0,High
TXN001542,2025-10-07 01:08:14.159082,15123,P2P,Ravi Singh,Anjali Verma,Delhi,Android,0,Medium
TXN001543,2025-10-02 03:02:14.159082,8107,P2P,Ravi Singh,Anita Sinha,Jaipur,Android,0,Low
TXN001544,2025-10-05 11:40:14.159082,18005,Shopping,Anita Sinha,Vijay Rao,Vadodara,iOS,0,High
TXN001545,2025-10-04 11:39:14.159082,41886,Recharge,Kavita Reddy,Rajesh Kumar,Agra,iOS,0,Medium
TXN001546,2025-10-04 07:33:14.159082,29498,Bill Payment,Meena Kumari,Karan Kapoor,Visakhapatnam,Android,0,Low
TXN001547,2025-10-04 01:34:14.159082,34368,P2P,Anjali Verma,Sneha Iyer,Bangalore,Android,0,Low
TXN001548,2025-10-05 23:22:14.159082,6837,Recharge,Suresh Yadav,Anjali Verma,Jodhpur,iOS,0,High
TXN001549,2025-10-03 21:58:14.159082,36162,Subscription Payments,Neha Sharma, Priya Gupta,Ahmedabad,iOS,0,Low
TXN001550,2025-10-07 17:47:14.159082,25610,P2P,Rajesh Kumar,Karan Kapoor,Surat,iOS,0,Low
TXN001551,2025-10-04 11:44:14.159082,19526,Recharge,Vijay Rao,Suresh Yadav,Bangalore,iOS,0,Low
TXN001552,2025-10-02 19:23:14.159082,37365,Recharge,Deepak Malhotra,Anjali Verma,Jaipur,Android,0,Low
TXN001553,2025-10-05 08:07:14.159082,17950,Bill Payment,Sunita Das,Meena Kumari,Jaipur,iOS,0,High
TXN001554,2025-10-08 02:17:14.159082,714,Bill Payment,Pooja Nair,Manish Tiwari,Nashik,iOS,1,Low
TXN001555,2025-10-08 08:31:14.159082,21876,Subscription Payments,Manish Tiwari,Sneha Iyer,Kochi,iOS,1,Low
TXN001556,2025-10-07 05:03:14.159082,24177,Recharge,Neha Sharma,Manish Tiwari,Nagpur,iOS,0,Medium
TXN001557,2025-10-07 04:16:14.159082,9474,QR Code Payments,Kavita Reddy,Deepak Malhotra,Lucknow,Android,1,Low
TXN001558,2025-10-06 04:02:14.159082,35535,Recharge,Rohan Mehta,Rohan Mehta,Kanpur,Android,0,Low
TXN001559,2025-10-06 01:52:14.159082,31007,Bill Payment,Aakash Choudhary,Karan Kapoor,Pune,Android,0,High
TXN001560,2025-10-02 19:59:14.159082,13509,QR Code Payments,Rajesh Kumar,Rajesh Kumar,Jaipur,Android,0,Low
TXN001561,2025-10-05 21:05:14.159082,16614,P2P,Karan Kapoor,Deepak Malhotra,Hyderabad,Android,0,Low
TXN001562,2025-10-07 17:05:14.159082,29966,P2P,Anita Sinha,Suresh Yadav,Visakhapatnam,Android,0,Low
TXN001563,2025-10-02 06:02:14.159082,3083,Shopping,Kavita Reddy,Neha Sharma,Bhopal,iOS,1,Low
TXN001564,2025-10-03 01:26:14.159082,31805,Bill Payment,Kavita Reddy,Amit Patel,Gwalior,iOS,0,High
TXN001565,2025-10-08 08:19:14.159082,20762,Shopping,Manish Tiwari,Amit Patel,Indore,iOS,0,Low
TXN001566,2025-10-04 23:10:14.159082,23610,QR Code Payments,Meena Kumari,Pooja Nair,Pune,iOS,0,Low
TXN001567,2025-10-07 20:55:14.159082,12751,Bill Payment,Sneha Iyer,Kavita Reddy,Bhopal,Android,0,Low
TXN001568,2025-10-05 00:58:14.159082,41098,Subscription Payments,Anjali Verma,Deepak Malhotra,Chennai,iOS,0,Low
TXN001569,2025-10-04 10:14:14.159082,28635,Recharge,Sneha Iyer,Anjali Verma,Bhopal,Android,0,Medium
TXN001570,2025-10-04 09:18:14.159082,6740,Subscription Payments,Vijay Rao, Priya Gupta,Delhi,iOS,0,Medium
TXN001571,2025-10-07 14:51:14.159082,44647,QR Code Payments,Amit Patel,Pooja Nair,Visakhapatnam,iOS,0,High
TXN001572,2025-10-02 15:48:14.159082,15417,Bill Payment,Pooja Nair,Vijay Rao,Chennai,iOS,0,Low
TXN001573,2025-10-02 12:53:14.159082,7664,QR Code Payments,Deepak Malhotra,Pooja Nair,Pune,Android,0,Medium
TXN001574,2025-10-07 08:33:14.159082,27445,Recharge,Sneha Iyer, Priya Gupta,Visakhapatnam,iOS,1,Low
TXN001575,2025-10-06 23:31:14.159082,48388,P2P,Manish Tiwari,Manish Tiwari,Nashik,Android,0,Medium
TXN001576,2025-10-05 19:10:14.159082,28787,P2P,Aakash Choudhary,Sneha Iyer,Chennai,Android,0,Medium
TXN001577,2025-10-06 23:14:14.159082,13837,QR Code Payments,Manish Tiwari,Suresh Yadav,Raipur,iOS,0,Low
TXN001578,2025-10-01 14:20:14.159082,9423,Shopping,Aakash Choudhary,Anjali Verma,Coimbatore,Android,0,Low
TXN001579,2025-10-05 23:29:14.159082,15329,Bill Payment,Kavita Reddy,Amit Patel,Thane,Android,1,Low
TXN001580,2025-10-02 00:25:14.159082,44581,Bill Payment,Aakash Choudhary,Sneha Iyer,Nashik,iOS,0,Low
TXN001581,2025-10-02 04:13:14.159082,8602,P2P,Neha Sharma,Deepak Malhotra,Gwalior,iOS,0,High
TXN001582,2025-10-04 18:10:14.159082,645,Subscription Payments,Vijay Rao,Meena Kumari,Ahmedabad,iOS,0,Low
TXN001583,2025-10-08 01:44:14.159082,37214,Recharge,Deepak Malhotra,Kavita Reddy,Raipur,iOS,1,Low
TXN001584,2025-10-03 21:45:14.159082,29530,Subscription Payments,Amit Patel,Meena Kumari,Raipur,iOS,0,Low
TXN001585,2025-10-03 08:05:14.159082,10096,Subscription Payments,Manish Tiwari, Priya Gupta,Delhi,iOS,0,Medium
TXN001586,2025-10-04 00:50:14.159082,27888,QR Code Payments,Neha Sharma,Ravi Singh,Mumbai,Android,0,Low
TXN001587,2025-10-05 14:03:14.159082,30069,P2P,Sunita Das,Neha Sharma,Gwalior,iOS,0,Low
TXN001588,2025-10-06 19:07:14.159082,48643,P2P,Sunita Das,Vijay Rao,Indore,iOS,0,Low
TXN001589,2025-10-03 06:27:14.159082,14019,P2P,Pooja Nair,Sunita Das,Vadodara,Android,0,Low
TXN001590,2025-10-02 17:06:14.159082,3910,QR Code Payments, Priya Gupta,Rajesh Kumar,Jodhpur,iOS,0,Low
TXN001591,2025-10-02 22:08:14.159082,30686,Shopping,Anita Sinha,Suresh Yadav,Kochi,Android,0,Medium
TXN001592,2025-10-06 01:19:14.159082,40074,Subscription Payments,Amit Patel,Sunita Das,Kanpur,iOS,0,Low
TXN001593,2025-10-04 22:08:14.159082,41873,QR Code Payments,Rohan Mehta,Rajesh Kumar,Aurangabad,iOS,0,Low
TXN001594,2025-10-02 15:27:14.159082,16471,Bill Payment,Manish Tiwari, Priya Gupta,Lucknow,Android,0,Low
TXN001595,2025-10-01 19:44:14.159082,45184,Recharge,Karan Kapoor,Suresh Yadav,Vijayawada,iOS,0,Low
TXN001596,2025-10-02 05:55:14.159082,29729,Shopping,Sunita Das,Aakash Choudhary,Vijayawada,Android,0,Low
TXN001597,2025-10-08 06:21:14.159082,8536,Bill Payment,Deepak Malhotra,Amit Patel,Bangalore,iOS,0,Low
TXN001598,2025-10-06 22:14:14.159082,13084,Subscription Payments,Anita Sinha,Ravi Singh,Chennai,iOS,0,Low
TXN001599,2025-10-06 10:42:14.159082,33139,P2P,Meena Kumari,Sunita Das,Bangalore,Android,0,Low
TXN001600,2025-10-06 22:57:14.159082,19995,Subscription Payments,Karan Kapoor,Sneha Iyer,Surat,iOS,0,Low
TXN001601,2025-10-08 00:55:14.159082,18255,QR Code Payments,Neha Sharma,Karan Kapoor,Aurangabad,iOS,0,Medium
TXN001602,2025-10-06 12:09:14.159082,10716,Recharge,Deepak Malhotra,Rajesh Kumar,Surat,Android,0,Low
TXN001603,2025-10-04 16:46:14.159082,37229,QR Code Payments,Suresh Yadav,Neha Sharma,Kochi,iOS,0,Medium
TXN001604,2025-10-06 01:20:14.159082,39937,Shopping,Rohan Mehta,Neha Sharma,Raipur,Android,0,Medium
TXN001605,2025-10-01 17:57:14.159082,24674,Shopping,Sunita Das, Priya Gupta,Madurai,iOS,0,Low
TXN001606,2025-10-02 21:41:14.159082,3530,Recharge,Sneha Iyer,Rajesh Kumar,Vijayawada,Android,1,Medium
TXN001607,2025-10-04 08:41:14.159082,12776,Bill Payment,Sneha Iyer,Sunita Das,Mumbai,iOS,0,Low
TXN001608,2025-10-02 02:05:14.159082,10916,Bill Payment,Deepak Malhotra,Suresh Yadav,Bhopal,Android,0,Low
TXN001609,2025-10-06 06:54:14.159082,32833,Shopping,Manish Tiwari,Vijay Rao,Delhi,Android,0,Low
TXN001610,2025-10-07 23:25:14.159082,20244,Shopping,Rohan Mehta,Neha Sharma,Thane,iOS,0,Low
TXN001611,2025-10-05 16:27:14.159082,2150,P2P,Pooja Nair,Meena Kumari,Visakhapatnam,iOS,0,Low
TXN001612,2025-10-05 17:36:14.159082,44560,Bill Payment,Ravi Singh,Amit Patel,Jaipur,Android,1,Low
TXN001613,2025-10-02 07:27:14.159082,34033,Recharge, Priya Gupta,Karan Kapoor,Jodhpur,iOS,0,Low
TXN001614,2025-10-04 06:45:14.159082,25051,Bill Payment,Amit Patel,Rohan Mehta,Kolkata,Android,0,Low
TXN001615,2025-10-06 07:50:14.159082,32513,P2P,Sneha Iyer,Manish Tiwari,Aurangabad,iOS,0,Low
TXN001616,2025-10-01 16:07:14.159082,34901,QR Code Payments,Vikram Joshi,Anjali Verma,Pune,iOS,0,Low
TXN001617,2025-10-01 22:38:14.159082,33013,Shopping, Priya Gupta,Kavita Reddy,Raipur,Android,0,Low
TXN001618,2025-10-05 00:44:14.159082,47137,Shopping,Sneha Iyer,Amit Patel,Lucknow,Android,0,Low
TXN001619,2025-10-01 19:57:14.159082,40700,P2P,Aakash Choudhary,Amit Patel,Delhi,iOS,0,Low
TXN001620,2025-10-04 03:47:14.159082,25380,Recharge,Vikram Joshi,Suresh Yadav,Lucknow,iOS,0,Low
TXN001621,2025-10-04 23:08:14.159082,24657,Shopping,Rohan Mehta,Manish Tiwari,Agra,iOS,0,Medium
TXN001622,2025-10-06 16:04:14.159082,47154,Subscription Payments,Pooja Nair,Karan Kapoor,Jaipur,iOS,0,Medium
TXN001623,2025-10-08 01:14:14.159082,35500,Shopping,Sunita Das,Rohan Mehta,Jodhpur,iOS,1,Low
TXN001624,2025-10-02 10:14:14.159082,4594,Subscription Payments,Anita Sinha,Ravi Singh,Indore,Android,0,Medium
TXN001625,2025-10-08 10:44:14.159082,15252,P2P,Anita Sinha,Anita Sinha,Indore,iOS,0,Low
TXN001626,2025-10-06 14:18:14.159082,23995,P2P,Ravi Singh,Sneha Iyer,Kolkata,iOS,0,Low
TXN001627,2025-10-04 04:06:14.159082,9255,Shopping,Vikram Joshi,Suresh Yadav,Aurangabad,Android,0,High
TXN001628,2025-10-03 19:30:14.159082,31983,Bill Payment,Anjali Verma,Deepak Malhotra,Chennai,Android,0,Low
TXN001629,2025-10-04 01:56:14.159082,43294,Subscription Payments,Deepak Malhotra,Anita Sinha,Jaipur,Android,0,High
TXN001630,2025-10-05 15:24:14.159082,43101,Recharge,Ravi Singh,Neha Sharma,Thane,iOS,0,Low
TXN001631,2025-10-06 05:05:14.159082,1928,Shopping,Sneha Iyer,Manish Tiwari,Nashik,Android,0,Low
TXN001632,2025-10-06 23:07:14.159082,45128,Recharge,Rohan Mehta,Anjali Verma,Jaipur,Android,1,Low
TXN001633,2025-10-02 14:59:14.159082,41998,Shopping,Anjali Verma,Aakash Choudhary,Meerut,Android,0,Low
TXN001634,2025-10-02 09:36:14.159082,32223,Bill Payment,Deepak Malhotra,Pooja Nair,Pune,Android,0,Low
TXN001635,2025-10-03 09:50:14.159082,37673,Bill Payment,Aakash Choudhary,Suresh Yadav,Vijayawada,iOS,0,Low
TXN001636,2025-10-02 05:45:14.159082,906,Bill Payment,Manish Tiwari,Rohan Mehta,Meerut,iOS,0,Medium
TXN001637,2025-10-07 20:47:14.159082,41070,QR Code Payments, Priya Gupta,Vikram Joshi,Nagpur,iOS,0,Low
TXN001638,2025-10-02 13:37:14.159082,29857,Bill Payment,Pooja Nair,Anjali Verma,Aurangabad,Android,0,Low
TXN001639,2025-10-08 10:16:14.159082,34736,P2P,Vijay Rao,Sneha Iyer,Madurai,Android,0,Low
TXN001640,2025-10-02 13:10:14.159082,14661,P2P,Anjali Verma,Deepak Malhotra,Jaipur,Android,0,Medium
TXN001641,2025-10-04 05:21:14.159082,48380,QR Code Payments,Neha Sharma,Rajesh Kumar,Hyderabad,Android,0,Low
TXN001642,2025-10-06 04:41:14.159082,24362,Subscription Payments,Sneha Iyer,Deepak Malhotra,Meerut,Android,0,Low
TXN001643,2025-10-07 11:50:14.159082,14999,Recharge,Ravi Singh,Anjali Verma,Mumbai,Android,0,High
TXN001644,2025-10-07 02:35:14.159082,49088,Shopping,Sneha Iyer,Neha Sharma,Jaipur,iOS,0,Low
TXN001645,2025-10-06 13:41:14.159082,16034,Shopping,Aakash Choudhary,Vijay Rao,Jodhpur,iOS,0,Low
TXN001646,2025-10-06 11:36:14.159082,38297,QR Code Payments,Vijay Rao,Sneha Iyer,Raipur,Android,0,Medium
TXN001647,2025-10-07 13:04:14.159082,41944,P2P,Meena Kumari,Pooja Nair,Coimbatore,iOS,0,Medium
TXN001648,2025-10-03 04:07:14.159082,36432,Shopping,Pooja Nair,Deepak Malhotra,Delhi,Android,1,Low
TXN001649,2025-10-08 04:27:14.159082,34257,P2P,Manish Tiwari,Sunita Das,Visakhapatnam,Android,0,Low
TXN001650,2025-10-02 16:51:14.159082,11693,Subscription Payments,Anjali Verma,Amit Patel,Jodhpur,iOS,0,Medium
TXN001651,2025-10-02 08:35:14.159082,40142,Recharge,Vijay Rao,Suresh Yadav,Hyderabad,Android,0,Low
TXN001652,2025-10-08 05:58:14.159082,17420,Subscription Payments,Vijay Rao,Suresh Yadav,Chennai,iOS,1,High
TXN001653,2025-10-08 05:56:14.159082,27476,QR Code Payments,Suresh Yadav,Aakash Choudhary,Mumbai,Android,0,Low
TXN001654,2025-10-04 05:48:14.159082,43613,Bill Payment,Ravi Singh,Sunita Das,Jaipur,Android,0,Low
TXN001655,2025-10-05 22:19:14.159082,14299,Bill Payment,Amit Patel,Vikram Joshi,Gwalior,iOS,0,Low
TXN001656,2025-10-03 22:00:14.159082,15976,Bill Payment,Deepak Malhotra,Vikram Joshi,Raipur,Android,0,Medium
TXN001657,2025-10-04 13:16:14.159082,8345,Subscription Payments,Karan Kapoor,Rajesh Kumar,Thane,Android,0,Medium
TXN001658,2025-10-03 23:51:14.159082,7314,Shopping,Anjali Verma, Priya Gupta,Patna,Android,0,Low
TXN001659,2025-10-08 05:38:14.159082,826,Recharge,Ravi Singh,Suresh Yadav,Bangalore,iOS,0,High
TXN001660,2025-10-04 21:02:14.159082,46700,Bill Payment,Pooja Nair,Vikram Joshi,Bangalore,Android,0,Low
TXN001661,2025-10-05 09:02:14.159082,11462,QR Code Payments,Meena Kumari,Meena Kumari,Agra,Android,0,Low
TXN001662,2025-10-01 16:31:14.159082,18397,QR Code Payments,Amit Patel,Vijay Rao,Indore,Android,1,Medium
TXN001663,2025-10-01 18:42:14.159082,30548,Bill Payment,Pooja Nair,Vikram Joshi,Ahmedabad,iOS,0,Medium
TXN001664,2025-10-06 21:31:14.159082,26272,Bill Payment,Sunita Das,Aakash Choudhary,Thane,iOS,0,Medium
TXN001665,2025-10-04 05:19:14.159082,42974,Recharge,Ravi Singh,Karan Kapoor,Bangalore,iOS,0,Medium
TXN001666,2025-10-01 14:29:14.159082,7757,Bill Payment,Vijay Rao,Deepak Malhotra,Bhopal,iOS,1,Low
TXN001667,2025-10-06 03:35:14.159082,18950,Recharge,Vijay Rao,Kavita Reddy,Agra,iOS,1,Low
TXN001668,2025-10-04 20:14:14.159082,25525,QR Code Payments,Sneha Iyer,Sneha Iyer,Jodhpur,Android,0,High
TXN001669,2025-10-03 13:45:14.159082,26785,Bill Payment,Ravi Singh,Manish Tiwari,Bangalore,iOS,0,Low
TXN001670,2025-10-02 15:12:14.159082,47419,Subscription Payments,Kavita Reddy,Deepak Malhotra,Gwalior,iOS,0,Low
TXN001671,2025-10-04 04:11:14.159082,24678,Subscription Payments, Priya Gupta,Ravi Singh,Bhopal,Android,1,Low
TXN001672,2025-10-03 14:56:14.159082,28931,QR Code Payments,Meena Kumari,Vijay Rao,Nashik,iOS,0,Low
TXN001673,2025-10-03 00:17:14.159082,8006,Recharge,Meena Kumari,Pooja Nair,Nagpur,Android,0,Medium
TXN001674,2025-10-07 20:58:14.159082,7387,Subscription Payments,Suresh Yadav,Anjali Verma,Bhopal,iOS,0,Low
TXN001675,2025-10-02 13:25:14.159082,33760,Recharge,Suresh Yadav, Priya Gupta,Visakhapatnam,Android,1,Medium
TXN001676,2025-10-07 23:59:14.159082,10322,Subscription Payments,Vijay Rao,Kavita Reddy,Ahmedabad,Android,0,Low
TXN001677,2025-10-07 14:41:14.159082,37543,Subscription Payments,Sneha Iyer,Vikram Joshi,Hyderabad,iOS,0,Low
TXN001678,2025-10-05 16:28:14.159082,34801,Recharge,Sneha Iyer,Deepak Malhotra,Lucknow,iOS,0,Low
TXN001679,2025-10-02 10:51:14.159082,17864,Shopping,Vijay Rao,Suresh Yadav,Chennai,Android,0,Low
TXN001680,2025-10-01 17:48:14.159082,44741,Subscription Payments,Kavita Reddy,Deepak Malhotra,Raipur,Android,0,Low
TXN001681,2025-10-06 15:31:14.159082,17774,Bill Payment,Ravi Singh,Suresh Yadav,Kochi,Android,1,Low
TXN001682,2025-10-07 06:17:14.159082,18124,QR Code Payments,Karan Kapoor,Aakash Choudhary,Lucknow,Android,1,Low
TXN001683,2025-10-07 04:09:14.159082,46107,Shopping,Karan Kapoor,Rajesh Kumar,Lucknow,Android,0,Low
TXN001684,2025-10-04 02:44:14.159082,23974,Recharge,Anjali Verma,Kavita Reddy,Pune,Android,0,Low
TXN001685,2025-10-04 19:33:14.159082,43742,Shopping,Vijay Rao,Pooja Nair,Kochi,Android,0,Low
TXN001686,2025-10-07 00:48:14.159082,32384,P2P,Sunita Das,Meena Kumari,Delhi,iOS,1,Low
TXN001687,2025-10-08 04:10:14.159082,17702,P2P,Anjali Verma,Anita Sinha,Pune,Android,0,Low
TXN001688,2025-10-02 05:11:14.159082,37884,Subscription Payments,Ravi Singh,Sunita Das,Agra,iOS,0,Medium
TXN001689,2025-10-01 15:50:14.159082,23365,Subscription Payments,Rohan Mehta,Vikram Joshi,Delhi,iOS,1,Low
TXN001690,2025-10-03 06:07:14.159082,26031,Bill Payment,Amit Patel,Anjali Verma,Indore,Android,0,Medium
TXN001691,2025-10-03 11:36:14.159082,28941,QR Code Payments,Pooja Nair,Manish Tiwari,Bangalore,Android,0,Medium
TXN001692,2025-10-06 22:06:14.159082,29292,Shopping,Manish Tiwari, Priya Gupta,Jodhpur,iOS,0,Low
TXN001693,2025-10-01 23:37:14.159082,46642,P2P,Kavita Reddy,Manish Tiwari,Raipur,Android,0,Medium
TXN001694,2025-10-05 05:12:14.159082,42620,Subscription Payments,Manish Tiwari,Ravi Singh,Vadodara,Android,0,Low
TXN001695,2025-10-02 08:29:14.159082,15685,QR Code Payments, Priya Gupta,Kavita Reddy,Lucknow,iOS,0,Medium
TXN001696,2025-10-08 09:19:14.159082,25659,Shopping,Ravi Singh,Aakash Choudhary,Meerut,iOS,0,Medium
TXN001697,2025-10-07 03:36:14.159082,40159,Subscription Payments,Meena Kumari,Amit Patel,Jaipur,iOS,0,Low
TXN001698,2025-10-02 11:41:14.159082,33842,Subscription Payments,Manish Tiwari,Kavita Reddy,Mumbai,Android,0,Low
TXN001699,2025-10-08 07:31:14.159082,4233,P2P,Neha Sharma,Rajesh Kumar,Jodhpur,Android,0,Low
TXN001700,2025-10-05 13:29:14.159082,14763,P2P,Meena Kumari,Manish Tiwari,Patna,iOS,1,Low
TXN001701,2025-10-06 16:37:14.159082,21854,Subscription Payments,Amit Patel,Manish Tiwari,Bhopal,Android,0,Low
TXN001702,2025-10-01 23:15:14.159082,4072,Recharge,Vijay Rao,Vijay Rao,Delhi,iOS,0,Low
TXN001703,2025-10-05 18:21:14.159082,5395,Subscription Payments,Manish Tiwari,Neha Sharma,Mumbai,Android,0,Low
TXN001704,2025-10-07 16:00:14.159082,46781,QR Code Payments,Amit Patel,Suresh Yadav,Pune,iOS,1,Low
TXN001705,2025-10-07 21:35:14.159082,41973,Subscription Payments,Amit Patel,Suresh Yadav,Raipur,Android,0,High
TXN001706,2025-10-06 13:48:14.159082,29225,Bill Payment,Anita Sinha,Amit Patel,Lucknow,iOS,0,Medium
TXN001707,2025-10-07 16:54:14.159082,41096,Bill Payment,Deepak Malhotra,Karan Kapoor,Nashik,Android,1,Low
TXN001708,2025-10-04 06:31:14.159082,10003,Bill Payment,Deepak Malhotra,Amit Patel,Vadodara,Android,0,Low
TXN001709,2025-10-06 07:16:14.159082,3120,Recharge,Aakash Choudhary,Rohan Mehta,Delhi,iOS,1,Low
TXN001710,2025-10-03 15:29:14.159082,41855,Recharge, Priya Gupta,Anjali Verma,Surat,Android,1,Low
TXN001711,2025-10-07 16:48:14.159082,20520,Subscription Payments,Sunita Das,Vijay Rao,Delhi,Android,1,Medium
TXN001712,2025-10-03 07:41:14.159082,21552,Bill Payment,Rajesh Kumar, Priya Gupta,Chennai,iOS,0,Low
TXN001713,2025-10-02 02:54:14.159082,45748,Recharge,Sunita Das,Deepak Malhotra,Bhopal,Android,0,Low
TXN001714,2025-10-02 17:03:14.159082,38101,P2P,Ravi Singh,Vijay Rao,Indore,Android,1,Medium
TXN001715,2025-10-08 12:31:14.159082,9616,Subscription Payments, Priya Gupta,Rajesh Kumar,Coimbatore,Android,0,High
TXN001716,2025-10-05 16:01:14.159082,47427,QR Code Payments,Sneha Iyer,Rajesh Kumar,Jodhpur,iOS,0,Low
TXN001717,2025-10-07 16:41:14.159082,49569,Shopping,Karan Kapoor,Anita Sinha,Meerut,iOS,0,Low
TXN001718,2025-10-07 19:31:14.159082,2496,Subscription Payments,Rohan Mehta,Rajesh Kumar,Bhopal,iOS,0,Low
TXN001719,2025-10-08 01:48:14.159082,18646,Shopping,Anita Sinha,Vijay Rao,Surat,iOS,0,Low
TXN001720,2025-10-02 21:08:14.159082,19229,Bill Payment,Rajesh Kumar,Pooja Nair,Kanpur,iOS,0,High
TXN001721,2025-10-03 23:49:14.159082,1691,Shopping,Sunita Das,Kavita Reddy,Coimbatore,Android,0,Low
TXN001722,2025-10-03 22:09:14.159082,11403,Bill Payment,Rajesh Kumar,Sneha Iyer,Coimbatore,Android,0,Low
TXN001723,2025-10-01 20:44:14.159082,30661,P2P,Sneha Iyer,Neha Sharma,Mumbai,iOS,0,Medium
TXN001724,2025-10-06 06:50:14.159082,6283,Shopping,Manish Tiwari,Aakash Choudhary,Surat,Android,0,Medium
TXN001725,2025-10-06 09:13:14.159082,26672,Subscription Payments, Priya Gupta,Sunita Das,Patna,Android,0,High
TXN001726,2025-10-02 20:44:14.159082,34180,Bill Payment,Amit Patel,Rohan Mehta,Kanpur,Android,0,Low
TXN001727,2025-10-01 17:04:14.159082,20795,Subscription Payments,Manish Tiwari,Pooja Nair,Jodhpur,Android,0,Low
TXN001728,2025-10-05 08:51:14.159082,7414,Recharge,Ravi Singh,Pooja Nair,Lucknow,iOS,0,Low
TXN001729,2025-10-03 00:27:14.159082,19723,Bill Payment,Rohan Mehta,Rajesh Kumar,Kolkata,iOS,0,Low
TXN001730,2025-10-07 03:07:14.159082,2239,Shopping,Meena Kumari,Manish Tiwari,Raipur,Android,0,Low
TXN001731,2025-10-05 16:34:14.159082,47556,Bill Payment,Sunita Das,Neha Sharma,Madurai,Android,0,Low
TXN001732,2025-10-05 17:10:14.159082,31390,Subscription Payments,Vikram Joshi,Ravi Singh,Coimbatore,iOS,0,Low
TXN001733,2025-10-03 02:55:14.159082,18188,P2P,Karan Kapoor,Deepak Malhotra,Indore,Android,0,Medium
TXN001734,2025-10-02 21:51:14.159082,39792,Bill Payment,Sunita Das,Vikram Joshi,Jaipur,Android,0,Low
TXN001735,2025-10-07 08:47:14.159082,33230,Shopping,Sunita Das,Deepak Malhotra,Lucknow,Android,1,Medium
TXN001736,2025-10-03 07:51:14.159082,32188,Recharge,Pooja Nair,Anita Sinha,Ahmedabad,iOS,0,Low
TXN001737,2025-10-08 02:28:14.159082,26392,QR Code Payments,Neha Sharma,Meena Kumari,Agra,iOS,1,Medium
TXN001738,2025-10-04 10:38:14.159082,46349,P2P,Rohan Mehta,Sneha Iyer,Surat,Android,0,Low
TXN001739,2025-10-07 04:06:14.159082,20770,Recharge,Neha Sharma,Deepak Malhotra,Madurai,Android,0,Medium
TXN001740,2025-10-04 07:57:14.159082,3838,Bill Payment,Manish Tiwari,Sneha Iyer,Kochi,Android,0,Low
TXN001741,2025-10-01 20:21:14.159082,2569,Subscription Payments,Anita Sinha,Amit Patel,Chennai,Android,0,Low
TXN001742,2025-10-08 02:11:14.159082,22634,Subscription Payments,Amit Patel,Sunita Das,Hyderabad,Android,0,Medium
TXN001743,2025-10-06 10:40:14.159082,48974,Shopping,Anita Sinha,Rajesh Kumar,Gwalior,Android,0,Low
TXN001744,2025-10-01 21:16:14.159082,49808,Subscription Payments,Deepak Malhotra,Sneha Iyer,Coimbatore,iOS,0,Low
TXN001745,2025-10-01 22:47:14.159082,9117,P2P,Amit Patel,Meena Kumari,Kanpur,iOS,0,Medium
TXN001746,2025-10-07 17:26:14.159082,2908,Subscription Payments,Vijay Rao,Ravi Singh,Vadodara,Android,0,Medium
TXN001747,2025-10-01 16:07:14.159082,49238,Shopping,Suresh Yadav,Sunita Das,Bhopal,iOS,0,Low
TXN001748,2025-10-04 07:02:14.159082,47738,QR Code Payments,Manish Tiwari,Anjali Verma,Jaipur,Android,1,Low
TXN001749,2025-10-06 01:50:14.159082,12813,Bill Payment,Manish Tiwari,Neha Sharma,Mumbai,Android,0,Low
TXN001750,2025-10-08 03:29:14.159082,40429,Bill Payment,Vikram Joshi,Pooja Nair,Chennai,iOS,0,Low
TXN001751,2025-10-05 18:18:14.159082,2819,Subscription Payments,Rajesh Kumar,Manish Tiwari,Delhi,iOS,0,High
TXN001752,2025-10-04 11:32:14.159082,22990,Recharge,Pooja Nair,Sunita Das,Bangalore,Android,0,Low
TXN001753,2025-10-04 17:59:14.159082,11800,Bill Payment,Kavita Reddy,Karan Kapoor,Bangalore,Android,0,Low
TXN001754,2025-10-02 07:33:14.159082,36609,QR Code Payments,Manish Tiwari,Amit Patel,Nashik,iOS,0,High
